Cycles to Failure,Stress Amplitude,hatch space  (μm),layer scan rotation  (°),wire feed rate  (mm/s),types of feedstock,ultimate tensile strength  (MPa),scan speed  (mm/s),scan pattern,current  (A),stress concentration factor of specimens,AM environment,preheat temperature  (°C),layer thickness  (μm),elongation  (%),types of AM,Frequency,critical cross-section size of specimens (mm),load control,voltage  (V),Young's modulus  (GPa),powder feed rate  (g/s),power  (W),yield strength  (MPa),fatigue environment,R-value,size of feedstock  (μm),speed function,direciton of specimen  (°),fatigue temperature  (°C),log10(Cycles to Failure),Material_Code,Maximum Stress,Minimum Stress
12210.2858745618,395.182438409778,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,6,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.086725832027709,Ti-6Al-4V,395.182438409778,-395.182438409778
16353.359596063,395.182438409778,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,6,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.213606986607864,Ti-6Al-4V,395.182438409778,-395.182438409778
42252.1925881379,295.44254948044,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,6,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.625849250663746,Ti-6Al-4V,295.44254948044,-295.44254948044
46562.6792421777,295.44254948044,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,6,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.66803796190421,Ti-6Al-4V,295.44254948044,-295.44254948044
98210.3966097575,196.065805847633,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,6,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.992157464887249,Ti-6Al-4V,196.065805847633,-196.065805847633
211169.496946414,193.813514217031,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,6,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,5.3246311853362895,Ti-6Al-4V,193.813514217031,-193.813514217031
9941.49978546489,700.900975575891,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,3.9974519074775343,Ti-6Al-4V,700.900975575891,-700.900975575891
18458.1133341333,700.104393874067,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.26618730825821,Ti-6Al-4V,700.104393874067,-700.104393874067
36717.6160994739,600.016383200045,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.564874476765256,Ti-6Al-4V,600.016383200045,-600.016383200045
56148.8421005545,600.816637112828,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.749340804684301,Ti-6Al-4V,600.816637112828,-600.816637112828
86221.7662695835,501.256008695729,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.935616915215581,Ti-6Al-4V,501.256008695729,-501.256008695729
100668.819537949,501.256008695729,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,5.002894976020142,Ti-6Al-4V,501.256008695729,-501.256008695729
319526.052015943,400.492343173717,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,5.504506273403684,Ti-6Al-4V,400.492343173717,-400.492343173717
16952.8473882532,701.336301814472,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.229242652459498,Ti-6Al-4V,701.336301814472,-701.336301814472
19181.024840029,701.336301814472,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.28287180776055,Ti-6Al-4V,701.336301814472,-701.336301814472
32692.1726255341,599.690602140338,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.514443783471985,Ti-6Al-4V,599.690602140338,-599.690602140338
33363.7947590059,599.793018092092,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.523275440921625,Ti-6Al-4V,599.793018092092,-599.793018092092
76922.7523642374,500.142445771225,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,4.886054815285828,Ti-6Al-4V,500.142445771225,-500.142445771225
109636.867034439,401.306938304824,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,5.039956616715185,Ti-6Al-4V,401.306938304824,-401.306938304824
110540.466561479,400.845013852096,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,5.043521293289435,Ti-6Al-4V,400.845013852096,-400.845013852096
1373091.54481531,501.474388204894,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,34.0,,90.0,25.0,6.137699492868789,Ti-6Al-4V,501.474388204894,-501.474388204894
9004.68194649296,699.749937686595,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,3.9544683777527263,Ti-6Al-4V,699.749937686595,-699.749937686595
11049.9570238218,699.206911046486,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.043360588939379,Ti-6Al-4V,699.206911046486,-699.206911046486
20221.8811736888,599.778516057586,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.30582155409132,Ti-6Al-4V,599.778516057586,-599.778516057586
21154.2391871982,500.553709856035,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.32539741053504,Ti-6Al-4V,500.553709856035,-500.553709856035
31103.5554542338,600.660863724372,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.49281003616179,Ti-6Al-4V,600.660863724372,-600.660863724372
72749.9826611619,400.219333612876,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.861832894150555,Ti-6Al-4V,400.219333612876,-400.219333612876
82877.3751112056,500.320802983466,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.91843598766212,Ti-6Al-4V,500.320802983466,-500.320802983466
2510280.85690067,399.838394597963,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,6.3997223142214725,Ti-6Al-4V,399.838394597963,-399.838394597963
3551484.79088927,400.153335037056,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,6.550409959160965,Ti-6Al-4V,400.153335037056,-400.153335037056
5704.5485448741,700.091631951997,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,3.7562212802655353,Ti-6Al-4V,700.091631951997,-700.091631951997
6519.62861119897,700.096467559435,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,3.814222856974126,Ti-6Al-4V,700.096467559435,-700.096467559435
11254.738799395,599.778516057586,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.0513354203229675,Ti-6Al-4V,599.778516057586,-599.778516057586
46561.6838968376,499.609360738929,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.668028678125524,Ti-6Al-4V,499.609360738929,-499.609360738929
68570.1918930509,500.210864044903,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,4.836135364836186,Ti-6Al-4V,500.210864044903,-500.210864044903
378467.653962436,400.512646759186,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,5.578028768100537,Ti-6Al-4V,400.512646759186,-400.512646759186
495792.018782683,400.498338870432,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,5.695299531252822,Ti-6Al-4V,400.498338870432,-400.498338870432
2826926.16036361,400.002850925371,140.0,,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,,5,force,,,,280.0,,air,-1.0,30.0,,90.0,25.0,6.45131446481586,Ti-6Al-4V,400.002850925371,-400.002850925371
32103.6783597808,296.547654447187,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.506554795639559,Ti-6Al-4V,599.0861706003778,5.990861706003779
70471.3563924617,246.949599019419,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.848012630630123,Ti-6Al-4V,498.8880788271091,4.988880788271091
249108.693974711,172.785231849905,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.396388884820146,Ti-6Al-4V,349.0610744442525,3.4906107444425247
335086.543084947,172.155473869301,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.525156987127122,Ti-6Al-4V,347.788836099598,3.47788836099598
28585.6464732557,296.245070710738,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.45614801836568,Ti-6Al-4V,598.4748903247232,5.984748903247232
30838.1157448865,296.850547241664,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.489087834145518,Ti-6Al-4V,599.6980752356849,5.996980752356849
50647.4657590415,246.697622882481,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.704557719500858,Ti-6Al-4V,498.37903612622426,4.983790361262243
54836.4871877231,247.400867027905,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.739069626207712,Ti-6Al-4V,499.7997313695051,4.997997313695051
179120.371715413,172.785231849905,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.253144981831499,Ti-6Al-4V,349.0610744442525,3.4906107444425247
195085.968074402,173.100974202928,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.290226033069489,Ti-6Al-4V,349.69893778369294,3.4969893778369294
363635.225967156,172.646225777191,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.5606659474381,Ti-6Al-4V,348.78025409533535,3.4878025409533535
28732.9280416901,296.027039678318,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.458379885217616,Ti-6Al-4V,598.0344235925616,5.980344235925616
54156.2658955166,245.768726121699,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.733648711864693,Ti-6Al-4V,496.50247701353334,4.965024770135334
66509.5268290206,246.659045193035,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.822883858129199,Ti-6Al-4V,498.30110140007076,4.983011014000708
369015.080150774,171.90518876177,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.56704411437707,Ti-6Al-4V,347.28320961973736,3.4728320961973735
392760.80440316,171.959516707224,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.5941281408237415,Ti-6Al-4V,347.392963044897,3.47392963044897
26614.5190549119,293.443807928538,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.425118622540143,Ti-6Al-4V,592.815773593006,5.928157735930061
30108.987131421,293.912033861419,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.478696146059637,Ti-6Al-4V,593.7616845685233,5.937616845685233
47919.9684694375,244.762862077723,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.68051652362262,Ti-6Al-4V,494.47042843984445,4.944704284398445
54362.3523626936,244.586787184711,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.7352982412178015,Ti-6Al-4V,494.11472158527476,4.941147215852748
123233.534767041,171.307613464929,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.090728905738294,Ti-6Al-4V,346.0759867978364,3.4607598679783638
308462.173512356,171.245985659168,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.48920191442411,Ti-6Al-4V,345.9514861801374,3.4595148618013742
322900.025308601,171.245985659168,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.509068079056757,Ti-6Al-4V,345.9514861801374,3.4595148618013742
905078.801841116,146.623055144167,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,6,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.956686393254787,Ti-6Al-4V,296.2081922104384,2.9620819221043844
13808.8462224056,297.316623226747,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.140157393265418,Ti-6Al-4V,600.6396428823173,6.006396428823173
14943.1473861532,297.290244928071,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.1744420799745905,Ti-6Al-4V,600.5863533900424,6.005863533900424
27002.4911527185,247.298561043307,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.431403832454242,Ti-6Al-4V,499.5930526127414,4.995930526127414
30907.2385746837,246.959206234428,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.490060204501989,Ti-6Al-4V,498.9074873422788,4.989074873422788
98762.2332048848,173.369123847866,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,4.994590901608143,Ti-6Al-4V,350.24065423811317,3.5024065423811317
120586.211890487,173.353742324692,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.081297652396081,Ti-6Al-4V,350.20958045392325,3.5020958045392327
358283.924105412,123.565110322125,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.554227322179676,Ti-6Al-4V,249.62648549924242,2.4962648549924245
385326.031351664,123.565110322125,140.0,67.0,,powder,,1200.0,,,1.0,,,30.0,,L-PBF,20.0,4.5,force,,,,280.0,,air,0.01,34.0,,90.0,25.0,5.585828349502235,Ti-6Al-4V,249.62648549924242,2.4962648549924245
1297.41117922373,325.642050305108,100.0,67.0,,powder,,750.0,,,1.0,,,30.0,,L-PBF,10.0,4.85,force,,,,185.0,,air,0.1,30.0,,0.0,25.0,3.1130776357356145,Ti-6Al-4V,723.6490006780177,72.36490006780177
1518.44106248307,325.272817528766,100.0,67.0,,powder,,750.0,,,1.0,,,30.0,,L-PBF,10.0,4.85,force,,,,185.0,,air,0.1,30.0,,0.0,25.0,3.1813979396621694,Ti-6Al-4V,722.8284833972577,72.28284833972577
1876.72501397191,325.272817528766,100.0,67.0,,powder,,750.0,,,1.0,,,30.0,,L-PBF,10.0,4.85,force,,,,185.0,,air,0.1,30.0,,0.0,25.0,3.273400642539564,Ti-6Al-4V,722.8284833972577,72.28284833972577
2734.88206922235,325.381543014103,100.0,67.0,,powder,,750.0,,,1.0,,,30.0,,L-PBF,10.0,4.85,force,,,,185.0,,air,0.1,30.0,,0.0,25.0,3.436938603872294,Ti-6Al-4V,723.0700955868955,72.30700955868956
5402.97313169928,325.594624612306,100.0,67.0,,powder,,750.0,,,1.0,,,30.0,,L-PBF,10.0,4.85,force,,,,185.0,,air,0.1,30.0,,0.0,25.0,3.732632807853141,Ti-6Al-4V,723.5436102495689,72.3543610249569
6837.88576143936,324.946800491607,100.0,67.0,,powder,,750.0,,,1.0,,,30.0,,L-PBF,10.0,4.85,force,,,,185.0,,air,0.1,30.0,,0.0,25.0,3.8349218408900962,Ti-6Al-4V,722.10400109246,72.210400109246
8487.24125354396,324.533346357099,100.0,67.0,,powder,,750.0,,,1.0,,,30.0,,L-PBF,10.0,4.85,force,,,,185.0,,air,0.1,30.0,,0.0,25.0,3.9287665473626707,Ti-6Al-4V,721.1852141268866,72.11852141268866
9565.42093024924,448.793939467325,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,3.980704086089628,Ti-6Al-4V,448.793939467325,-448.793939467325
12388.0913814279,498.289309059012,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.093004400293363,Ti-6Al-4V,498.289309059012,-498.289309059012
16229.5428283881,449.385049672233,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.210306286313925,Ti-6Al-4V,449.385049672233,-449.385049672233
21092.5073153331,399.082914646556,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.324128208401894,Ti-6Al-4V,399.082914646556,-399.082914646556
21100.5439291247,349.516612532159,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.324293650670805,Ti-6Al-4V,349.516612532159,-349.516612532159
23324.3674720943,399.401750775489,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.367809875050741,Ti-6Al-4V,399.401750775489,-399.401750775489
43220.2139242919,349.834058980803,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.635686912151795,Ti-6Al-4V,349.834058980803,-349.834058980803
57558.8126263354,299.775510239899,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.760111826349535,Ti-6Al-4V,299.775510239899,-299.775510239899
70934.3585871916,299.458021608195,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.850856646049148,Ti-6Al-4V,299.458021608195,-299.458021608195
73301.0782380665,249.399772420086,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.86511036303674,Ti-6Al-4V,249.399772420086,-249.399772420086
83026.1532364088,249.591059414634,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.919214916679098,Ti-6Al-4V,249.591059414634,-249.591059414634
111967.642650988,199.429877373902,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,5.049092534737582,Ti-6Al-4V,199.429877373902,-199.429877373902
222113.33336783,199.238999135232,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,5.346574629841884,Ti-6Al-4V,199.238999135232,-199.238999135232
8174.7922123243,497.85794228839,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,3.9124767225325887,Ti-6Al-4V,497.85794228839,-497.85794228839
15203.8097368313,498.169454324544,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.181952426126982,Ti-6Al-4V,498.169454324544,-498.169454324544
19018.1817264261,448.148640314782,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.279168992941701,Ti-6Al-4V,448.148640314782,-448.148640314782
27983.0029040931,348.855048452388,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.446894317543221,Ti-6Al-4V,348.855048452388,-348.855048452388
46444.4955384727,348.629736416398,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.666934250107435,Ti-6Al-4V,348.629736416398,-348.629736416398
64524.2670691162,399.0881931194,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,4.8097230800946935,Ti-6Al-4V,399.0881931194,-399.0881931194
140971.790568094,299.32538324502,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,5.1491322160149,Ti-6Al-4V,299.32538324502,-299.32538324502
1489993.44410138,249.430318118293,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,6.173184357541899,Ti-6Al-4V,249.430318118293,-249.430318118293
1541991.3471404,199.149165855579,90.0,67.0,,powder,,1250.0,stripe,,1.0,,,60.0,,L-PBF,30.0,6.06,force,,,,370.0,,air,-1.0,65.5,,90.0,25.0,6.188081936685288,Ti-6Al-4V,199.149165855579,-199.149165855579
17777.0476471909,219.276314047398,90.0,67.0,,powder,1136.0,660.0,back and forth,,1.0,,175.0,60.0,2.92,L-PBF,20.0,7,force,,,,220.0,1052.0,air,-1.0,24.0,,0.0,25.0,4.249859636443042,Ti-6Al-4V,219.276314047398,-219.276314047398
20942.968126269,259.776989275784,90.0,67.0,,powder,1136.0,660.0,back and forth,,1.0,,175.0,60.0,2.92,L-PBF,20.0,7,force,,,,220.0,1052.0,air,-1.0,24.0,,0.0,25.0,4.321038231760767,Ti-6Al-4V,259.776989275784,-259.776989275784
51236.4109104771,219.276314047398,90.0,67.0,,powder,1136.0,660.0,back and forth,,1.0,,175.0,60.0,2.92,L-PBF,20.0,7,force,,,,220.0,1052.0,air,-1.0,24.0,,0.0,25.0,4.709578699988193,Ti-6Al-4V,219.276314047398,-219.276314047398
156746.347278087,159.802409638554,90.0,67.0,,powder,1136.0,660.0,back and forth,,1.0,,175.0,60.0,2.92,L-PBF,20.0,7,force,,,,220.0,1052.0,air,-1.0,24.0,,0.0,25.0,5.195197429085183,Ti-6Al-4V,159.802409638554,-159.802409638554
552479.913017909,129.561816496756,90.0,67.0,,powder,1136.0,660.0,back and forth,,1.0,,175.0,60.0,2.92,L-PBF,20.0,7,force,,,,220.0,1052.0,air,-1.0,24.0,,0.0,25.0,5.742316492630334,Ti-6Al-4V,129.561816496756,-129.561816496756
655827.166091707,99.8176618562159,90.0,67.0,,powder,1136.0,660.0,back and forth,,1.0,,175.0,60.0,2.92,L-PBF,20.0,7,force,,,,220.0,1052.0,air,-1.0,24.0,,0.0,25.0,5.81678940232933,Ti-6Al-4V,99.8176618562159,-99.8176618562159
39172.8094549509,400.227035614987,90.0,67.0,,powder,948.0,660.0,back and forth,,1.0,,175.0,60.0,14.6,L-PBF,20.0,7,force,,,,220.0,908.0,air,-1.0,24.0,,0.0,25.0,4.592984720055083,Ti-6Al-4V,400.227035614987,-400.227035614987
42842.5787876769,339.257469445522,90.0,67.0,,powder,948.0,660.0,back and forth,,1.0,,175.0,60.0,14.6,L-PBF,20.0,7,force,,,,220.0,908.0,air,-1.0,24.0,,0.0,25.0,4.6318756040727775,Ti-6Al-4V,339.257469445522,-339.257469445522
57304.8590376655,359.259289915152,90.0,67.0,,powder,948.0,660.0,back and forth,,1.0,,175.0,60.0,14.6,L-PBF,20.0,7,force,,,,220.0,908.0,air,-1.0,24.0,,0.0,25.0,4.7581914485603365,Ti-6Al-4V,359.259289915152,-359.259289915152
68479.3208031795,359.618090909903,90.0,67.0,,powder,948.0,660.0,back and forth,,1.0,,175.0,60.0,14.6,L-PBF,20.0,7,force,,,,220.0,908.0,air,-1.0,24.0,,0.0,25.0,4.835559444237816,Ti-6Al-4V,359.618090909903,-359.618090909903
72489.2178532592,379.619911379534,90.0,67.0,,powder,948.0,660.0,back and forth,,1.0,,175.0,60.0,14.6,L-PBF,20.0,7,force,,,,220.0,908.0,air,-1.0,24.0,,0.0,25.0,4.860273413811469,Ti-6Al-4V,379.619911379534,-379.619911379534
109336.003185826,339.46422806153,90.0,67.0,,powder,948.0,660.0,back and forth,,1.0,,175.0,60.0,14.6,L-PBF,20.0,7,force,,,,220.0,908.0,air,-1.0,24.0,,0.0,25.0,5.038763194065628,Ti-6Al-4V,339.46422806153,-339.46422806153
