Data source,Material_Code,Sequence,Resin Type,Waveform,Control,Fibre Volume Fraction,Fibre Weight Fraction,Percentage of Fibre in 0-deg Direction,Percentage of Fibre in 45-deg Direction,Percentage of Fibre in 90-deg Direction,Percentage of Fibre in Other Direction,Thickness,Tab Thickness,Width,Maximum Width,Minimum Width,Length,Gauge Length,Load Length,Area,Maximum Stress,Minimum Stress,Maximum Strain,Minimum Strain,R-value,Frequency,Static Maximum Tensile Stress,Static Maximum Compressive Stress,Static Elastic Modulus,Static Compressive Modulus,Static Maximum Tensile Strain,Static Maximum Compressive Strain,Cycles to Failure,log(Cycles to Failure)
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-41.4000015258789,-414,,,10,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,5041,3.70251679420471
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-41.4000015258789,-414,,,10,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,9422,3.97414302825928
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-41.4000015258789,-414,,,10,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,8491,3.92895889282227
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-37.9000015258789,-379,,,10,5,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,178704,5.25213432312012
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-37.9000015258789,-379,,,10,5,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,63853,4.8051815032959
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-37.9000015258789,-379,,,10,4,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,72641,4.86118173599243
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-34.5,-345,,,10,10,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,344570,5.53727769851685
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-34.5,-345,,,10,10,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,424220,5.62759113311768
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,-34.5,-345,,,10,15,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,661103,5.8202691078186
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,483,48.2999992370606,2.20000004768372,0.219999998807907,0.100000001490116,1,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,86,1.9344984292984
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,414,41.4000015258789,1.85000002384186,0.185000002384186,0.100000001490116,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,2102,3.32263278961182
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,414,41.4000015258789,1.74000000953674,0.17399999499321,0.100000001490116,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,1045,3.01911640167236
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,345,34.5,1.48000001907349,0.148000001907349,0.100000001490116,4,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,36290,4.55978679656982
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,345,34.5,1.66999995708466,0.166999995708466,0.100000001490116,5,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,43703,4.64051103591919
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,345,34.5,1.42999994754791,0.14300000667572,0.100000001490116,5,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,28269,4.45131063461304
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,276,27.6000003814697,1.24000000953674,0.123999997973442,0.100000001490116,10,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,857025,5.93299341201782
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,276,27.6000003814697,1.22000002861023,0.122000001370907,0.100000001490116,10,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,357553,5.55334043502808
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,22,,,,,,,276,27.6000003814697,1.17999994754791,0.118000000715256,0.100000001490116,10,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,481129,5.68226146697998
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,414,-414,,,-1,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,21,1.32221925258636
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,345,-345,,,-1,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,634,2.80208921432495
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,345,-345,,,-1,1,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,121,2.0827853679657
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,345,-345,,,-1,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,810,2.9084849357605
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,310,-310,,,-1,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,1360,3.13353896141052
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,310,-310,,,-1,1,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,163,2.21218752861023
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,276,-276,,,-1,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,5179,3.71424579620361
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,276,-276,,,-1,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,2038,3.3092041015625
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,276,-276,,,-1,2,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,2131,3.32858347892761
SNL/MSU/DOE,MD-DD5P-UP2[0/±45/0]S,0/45/-45/0/0/-45/45/0,PE,UNK,UNK,37,,72,28,0,0,3.01999998092651,,25,,,,,,,207,-207,,,-1,4,752.734680175781,-613.422546386719,23.533332824707,25.5,2.82666659355164,,16718,4.22318410873413
