,Program,Model,Train RMSE,Train MSE,Train MAE,Train MAPE,Train R2,Test RMSE,Test MSE,Test MAE,Test MAPE,Test R2,Validation RMSE,Validation MSE,Validation MAE,Validation MAPE,Validation R2
19,AutoGluon,ExtraTreesMSE_BAG_L1/T0,0.23025875785897612,0.053019095570758595,0.1758715785884903,0.04726439676088016,0.9690077902026889,0.6198321234086547,0.3841918612092817,0.4660886722435875,0.11768196111106295,0.723458266388582,0.671468576218716,0.4508700488491897,0.5044936090071994,0.12710995531298622,0.7252469150992438
20,Pytorch-Tabular,AutoIntModel,0.5159342915390626,0.2661881931859144,0.3929986918055114,0.10060330816062851,0.8444002063789451,0.6252093146906555,0.3908866871759592,0.483017771785176,0.11876910640141951,0.7186393231313661,0.6661061853868142,0.44369745021057283,0.4974160833019681,0.12117688534991172,0.7296177833965392
21,Pytorch-Tabular,CategoryEmbeddingModel,0.49718464664070394,0.24719257285524165,0.38494337799796696,0.09844187696068459,0.8555040595130028,0.627054981596331,0.393197949944775,0.48398779083552435,0.12264798151470767,0.7169756735920239,0.6426335494581255,0.412977878889149,0.4780670045848212,0.12027345094910301,0.7483378048504663
22,AutoGluon,RandomForestMSE_BAG_L1/T0,0.24428347627943206,0.05967441678316385,0.18639701681352483,0.04951488771011227,0.9651174350568136,0.6401419709327906,0.4097817429497177,0.47607171264910714,0.11792700244422934,0.7050386407433724,0.7012117087729692,0.49169786052030745,0.5232480409939995,0.13135756384871,0.700367091666708
23,Pytorch-Tabular,NODEModel,0.7029955748310754,0.49420277823207426,0.542709275341979,0.14518061487011533,0.711114721582881,0.6816669314018591,0.46466980536682684,0.5348858685524148,0.13537341076117257,0.6655301517097365,0.7597067255947745,0.5771543089139339,0.565424951993652,0.1456053970724682,0.6482912820609456
24,Pytorch-Tabular,TabNetModel,0.7591982482811016,0.5763819801930932,0.6009185529710945,0.16745610930988417,0.6630770279795939,0.7164457956657687,0.5132945781271564,0.5697272295159206,0.14771469823229236,0.6305299856123139,0.8146552342859243,0.6636631507494544,0.6239899559479685,0.17043469736178316,0.5955741605174582
25,This work,--,0.7345441579818726,0.5395551323890686,0.5692222714424133,0.15536898374557495,0.684604097802534,0.7193887233734131,0.5175201296806335,0.5723235607147217,0.14757844805717468,0.6274884102364471,0.7725326418876648,0.5968066453933716,0.585354745388031,0.15278853476047516,0.6363154294543318
26,TabNet,TabNet,0.6769068659555482,0.4582029051777624,0.5225810107861809,0.13726774901680577,0.7321583777668454,0.7340288262443135,0.5387983177576046,0.5842887396837066,0.1459049864798889,0.6121723651547154,0.7738529313559073,0.5988483593681305,0.5808683030690647,0.14750396775561753,0.6350712704378695
27,AutoGluon,KNeighborsDist_BAG_L1/T0,1.198777656126643e-07,1.4370678688284883e-14,9.954206076396538e-08,2.1883459563024404e-08,0.9999999999999916,0.7962654911451668,0.6340387323886536,0.5744657887528248,0.15847404327002224,0.5436182076328999,0.8306533650492249,0.6899850128676009,0.6003947823570963,0.15713907364767485,0.5795340335767748
28,AutoGluon,KNeighborsUnif_BAG_L1/T0,0.6871205279637006,0.4721346199491147,0.5274582969313711,0.14505916346140546,0.7240146208358393,0.8477917411914764,0.7187508364324753,0.650167981195589,0.17544494003424027,0.48264233990782046,0.8854629087223578,0.7840445627230586,0.686411185076491,0.17942899732161094,0.5222156298524065
