,Program,Model,Train RMSE,Train MSE,Train MAE,Train MAPE,Train R2,Test RMSE,Test MSE,Test MAE,Test MAPE,Test R2,Validation RMSE,Validation MSE,Validation MAE,Validation MAPE,Validation R2
0,AutoGluon,WeightedEnsemble_L2,0.29886416008540523,0.08931978618355473,0.22383915024599152,0.058102716671136936,0.9477882916965782,0.537460846633021,0.28886416166348367,0.38609548940577004,0.0966039386019325,0.7920752516901606,0.6035319095169689,0.3642507658051988,0.42691726210484776,0.1072670035669958,0.7780313377704173
1,AutoGluon,LightGBM_BAG_L2/T0,0.3149413670680695,0.09918806469070451,0.22799567150440683,0.060603447260464495,0.9420198085766858,0.5413312754747344,0.2930395498071028,0.39799099380832614,0.0988316317737332,0.7890698026103634,0.6099845578562081,0.37208116082303366,0.43282790274739386,0.11001670891247994,0.773259618751527
2,AutoGluon,LightGBMXT_BAG_L1/T0,0.2671715617134061,0.07138064338838036,0.19347378321515393,0.05034118475116135,0.9582745829300823,0.5426685673892093,0.29448917403225683,0.38495727424128995,0.09625777111247177,0.7880263614634131,0.6083157393934663,0.37004803879381964,0.4247195152950598,0.10697432753971103,0.774498571196765
3,AutoGluon,RandomForestMSE_BAG_L2/T0,0.3073212783713748,0.09444636813981605,0.21423615162433815,0.05599095560662123,0.9447915581268869,0.5431840773086033,0.2950489418415987,0.39501733109748094,0.09705733152435203,0.7876234399649513,0.6172990953955115,0.38105817317611684,0.43238738494683215,0.10830167260753679,0.7677891692428555
4,AutoGluon,WeightedEnsemble_L3,0.28664017571758754,0.08216259033540946,0.20462413018423617,0.05213721656211019,0.9519720166903425,0.5462039527676781,0.29833875801903587,0.3918195432846897,0.09802968014432863,0.7852554265819822,0.5942583409589448,0.3531429757992775,0.4222333727670291,0.10545948622206575,0.7848002495185948
5,AutoGluon,LightGBMXT_BAG_L2/T0,0.2890658042180184,0.08355903916820977,0.20944698762248926,0.05659092579380484,0.951155725225325,0.5467885443321634,0.29897771221288627,0.3966335387810501,0.0989510029319698,0.7847955066349289,0.6098269733990851,0.3718889374850884,0.43591620470789144,0.11079154790104831,0.7733767566169168
6,AutoGluon,CatBoost_BAG_L2/T0,0.28121780765248006,0.07908345534086728,0.20563272724012552,0.054643692142933006,0.9537719190975371,0.5485547657922983,0.30091233107344323,0.39632677157839324,0.09963720760572425,0.783402965804179,0.60944633335863,0.3714248332442783,0.4359792324206841,0.10959750849251618,0.7736595744093242
7,AutoGluon,ExtraTreesMSE_BAG_L2/T0,0.3003361721196777,0.09020181628350069,0.21093145491039225,0.05505588051168899,0.9472727027071624,0.5487964523619034,0.30117754612501096,0.39693224997052146,0.09783589209366444,0.7832120637119027,0.6158956735299486,0.37932748067290895,0.4304904144081314,0.10735893857501426,0.7688438259127423
8,AutoGluon,NeuralNetFastAI_BAG_L2/T0,0.28889561492623284,0.08346067632360621,0.20752499490757562,0.05287884543965641,0.951213223035942,0.5501165118929752,0.30262817665729386,0.39415076209363753,0.0986361607531839,0.7821678982239496,0.5948070382916366,0.35379541280126847,0.4232758728747462,0.10536493567592611,0.7844026647168145
9,AutoGluon,LightGBMLarge_BAG_L2,0.3298488493952205,0.10880026344735087,0.2360185646636775,0.06208148371154794,0.9364010163797902,0.5503959211662387,0.30293567003643246,0.40061472549225663,0.0992259148574258,0.781946564143958,0.6188077643515586,0.38292304922177406,0.441672246577202,0.11226498221283156,0.7666527432420385
10,AutoGluon,XGBoost_BAG_L2/T0,0.31533166218735326,0.09943405717783908,0.21574235792503973,0.05367822996097381,0.9418760141439863,0.5586461582865786,0.31208553016835305,0.40343323400369124,0.09872407503502532,0.775360484534622,0.6199468015755178,0.38433403678371447,0.4338197071007219,0.10711225014491885,0.7657929097126452
11,AutoGluon,CatBoost_BAG_L1/T0,0.2483159459346016,0.061660809005395986,0.19667263237402904,0.048772081471540406,0.9639562933242277,0.5642752831885571,0.3184065952175264,0.4052663375234811,0.10117274094995907,0.7708105748060119,0.61624990092204,0.3797639403864241,0.44309491068993234,0.11114986067982474,0.7685778542585389
12,AutoGluon,LightGBM_BAG_L1/T0,0.24122859672955477,0.05819123588011016,0.17524279142392174,0.045882194238905015,0.9659844255857911,0.5701868302630899,0.3251130214054697,0.405369769823188,0.10053500007137126,0.7659832816964876,0.6401831305591796,0.4098344406525516,0.45992073180732074,0.11552174767553142,0.7502533664516517
13,AutoGluon,NeuralNetMXNet_BAG_L2/T0,0.2901878390807836,0.08420898195037477,0.20057602233841598,0.052284161073530434,0.9507758024287503,0.5709876401415811,0.3260268851944517,0.4087561632757471,0.10241279323489999,0.765325481513802,0.6027760894805914,0.3633390140495139,0.4321701913509756,0.10865554657028074,0.7785869448864311
14,Pytorch-Tabular,TabTransformerModel,0.4271521233515656,0.18245893648375114,0.32226177156423275,0.08129954826304034,0.8933439814839572,0.5781505482023295,0.3342580563866541,0.43951259728635134,0.1059857174613012,0.7594006752360759,0.627194432176445,0.3933728557531333,0.4554439633975728,0.10726826832633886,0.7602847962284027
15,AutoGluon,XGBoost_BAG_L1/T0,0.20602449166739598,0.04244609116680892,0.16043574682105033,0.039172844173488305,0.9751882194828864,0.5847250298622201,0.3419033605473742,0.4202392956527673,0.10424542392500165,0.7538975767062495,0.6432377841943446,0.41375484701525034,0.46088219920776863,0.1151739392003462,0.7478643327490021
16,AutoGluon,NeuralNetFastAI_BAG_L1/T0,0.5153111354075199,0.2655455662749874,0.3954442064319878,0.10326084321564227,0.8447758526971337,0.6000047338360327,0.3600056806256484,0.46059535132812873,0.11621196361013472,0.7408675063630681,0.6576077579545965,0.43244796332207114,0.4909363193009923,0.12222675677678697,0.7364730429864267
17,AutoGluon,LightGBMLarge_BAG_L1,0.13823184204408506,0.01910804215490088,0.10124494240501951,0.026517999528653868,0.9888304309059703,0.6097365292212815,0.3717786350668147,0.44231223432430355,0.11004592241411129,0.7323933205210236,0.6873630271868693,0.47246793114349683,0.49838168088290774,0.12542019293672296,0.7120855068335349
18,AutoGluon,NeuralNetMXNet_BAG_L1/T0,0.46863109284013743,0.2196151011765415,0.3355160855693057,0.0872619689643104,0.8716244172585442,0.6189874353112925,0.3831454450732515,0.4640280580413232,0.11541336129396208,0.72421147789969,0.6455078315898259,0.41668036064379904,0.46647260277020863,0.11710316658593552,0.7460815709611774
